NDB_No,Shrt_Desc,Protein,Lipid_Tot,Carbohydrt,Fiber_TD,Calcium,Iron,Magnesium,Phosphorus,Potassium,Sodium,Zinc,Copper,Manganese,Selenium,Vit_C,Thiamin,Riboflavin,Niacin,Panto_Acid,Vit_B6,Folate_Tot,Choline_Tot,Vit_B12,Vit_A,Vit_E,Vit_D,Vit_K,FA_Sat
18116,"CAKE,GINGERBREAD,PREP FROM RECIPE",6.964285714,21.02564103,37.84615385,0,7.1,36,17.5,7.714285714,12.91176471,21.8,3.545454545,21.66666667,29.69565217,29.63636364,0.111111111,15.83333333,12.46153846,10.8625,7.5,14.61538462,8.25,0,2.5,1.555555556,0,0,0,21.13846154
18117,"CAKE,PUDDING-TYPE,MARBLE,DRY MIX",6.071428571,15,61.15384615,7.631578947,7.6,20.25,4.5,39.28571429,3.617647059,34.6,3.181818182,15,6.043478261,4.727272727,0,15.08333333,10,9.6625,1.92,1.923076923,9,0.818181818,0,0.111111111,5.666666667,0,2.333333333,12.56410256
18119,"CAKE,PNAPPL UPSIDE-DOWN,PREP FROM RECIPE",6.25,15.51282051,38.84615385,2.105263158,12,18.5,3.25,11.71428571,3.294117647,21.26666667,2.818181818,9.666666667,15.2173913,17.09090909,1.333333333,12.75,12,7.4375,4.04,2.615384615,6.5,0,3.333333333,6.888888889,0,0,0,14.94871795
18120,"CAKE,POUND,COMMLY PREP,BUTTER (INCLUDES FRSH & FROZEN)",8.928571429,17.8974359,41.26153846,1.578947368,4.7,18.5,2,20,4.382352941,25.13333333,3.909090909,4.666666667,4.782608696,9.090909091,0,14.41666667,19.15384615,10.09375,9.7,2.769230769,10.5,11.92727273,15,7.777777778,4.333333333,5.333333333,1.416666667,24.67179487
18121,"CAKE,POUND,COMMLY PREP,OTHER THAN ALL BUTTER,ENR",9.285714286,22.94871795,40.38461538,2.631578947,6.4,20.25,3.25,19.14285714,3.117647059,26.66666667,3.545454545,6,3.826086957,12.36363636,0.111111111,11.91666667,20,8.43125,5.7,1.769230769,9,0,5.833333333,3.888888889,0,0,0,23.83076923
18126,"CAKE,SHORTCAKE,BISCUIT-TYPE,PREP FROM RECIPE",10.89285714,18.20512821,37.30769231,0,20.5,31.75,4,20.42857143,3.117647059,33.73333333,4.363636364,8.444444444,14.34782609,30.90909091,0.222222222,25.91666667,20.92307692,16.08125,4.96,2.307692308,13.25,0,2.916666667,2,0,0,0,19.34358974
18127,"CAKE,SNACK CAKES,CREME-FILLED,CHOC W/ FRSTNG",6.482142857,20.42307692,46.39230769,8.421052632,11.6,45,9,12.42857143,5.176470588,22.13333333,9.454545455,33.88888889,21.08695652,6.181818182,2.111111111,3.083333333,5.769230769,5.78125,1.66,11,6.5,3.745454545,2.5,0.111111111,7.266666667,0,8.833333333,25.04615385
18128,"CAKE,SNACK CAKES,CREME-FILLED,SPONGE",6.196428571,14.79487179,49.25384615,2.631578947,2.4,17,2,26.42857143,2.088235294,31.33333333,5.454545455,16.44444444,13.26086957,6.363636364,0.111111111,15.08333333,12.92307692,9.68125,4.52,0,9.5,6.872727273,7.916666667,0.555555556,4.133333333,0.666666667,8.083333333,21.22564103
18131,"CAKE,WHITE,DRY MIX,SPL DIETARY (INCL LEMON-FLAVORED)",5.357142857,10.76923077,61.23076923,0,2.6,24.875,2.5,42.28571429,4.382352941,17.33333333,2.727272727,6.333333333,13.04347826,4.545454545,0,24.08333333,13.76923077,14.96875,3.92,1.384615385,17.25,0,0,0,0,0,0,6.415384615
18133,"CAKE,SPONGE,COMMLY PREP",9.642857143,3.461538462,46.92307692,1.315789474,7,34,2.75,19.57142857,2.911764706,41.53333333,4.636363636,6.888888889,9.130434783,16.54545455,0,20.25,20.69230769,12.075,9.56,4,11.75,6.745454545,10,4.888888889,1.6,1.333333333,0.166666667,4.112820513
18134,"CAKE,SPONGE,PREP FROM RECIPE",13.03571429,5.512820513,44.38461538,0,4.2,19.75,2.25,14.28571429,4.147058824,15.2,5.363636364,6.222222222,7.260869565,33.63636364,0,13.25,23.15384615,7.525,10.92,4.538461538,9.75,0,15.41666667,8.555555556,0,0,0,6.671794872
18135,"CAKE,PUDDING-TYPE,WHITE,ENR,DRY MIX",6.964285714,12.17948718,62.23076923,1.842105263,7.7,17,2.25,39.57142857,2.117647059,44.33333333,2.272727273,6.222222222,12.08695652,4.909090909,0,23.33333333,13.84615385,15.15625,4.66,1.384615385,22.75,0.709090909,1.666666667,0,0.533333333,0,3.416666667,12.25641026
18139,"CAKE,WHITE,PREP FROM RECIPE WO/FRSTNG",9.642857143,15.8974359,44,2.105263158,13,19,3,13.28571429,2.794117647,21.8,2.909090909,6.555555556,8.565217391,23.63636364,0.222222222,15.5,18.61538462,9.58125,3.68,1.615384615,9.5,1.036363636,3.333333333,1.666666667,0.8,0,4.25,16.76410256
18140,"CAKE,YEL,COMMLY PREP,W/ CHOC FRSTNG,IN-STORE BAKERY",5.642857143,22.75641026,42.58461538,3.947368421,3.2,25.375,5,19.71428571,5.5,20.66666667,3.818181818,17.66666667,9.652173913,10.72727273,0,3.583333333,7.153846154,5,3.3,0,5.5,3.163636364,0,0.777777778,30,1.333333333,20.91666667,29.70769231
18141,"CAKE,YEL,COMMLY PREP,W/VANILLA FRSTNG",5.339285714,22.96153846,43.23076923,0.789473684,6.2,13.375,1.5,20.42857143,1.558823529,17.93333333,2.272727273,3.777777778,4.130434783,10,0,8.333333333,5.384615385,3.125,7,3.307692308,6.75,11.09090909,6.25,3.555555556,7.933333333,2.666666667,5.75,15.05641026
18142,"CAKE,PUDDING-TYPE,YEL,DRY MIX",7.142857143,12.56410256,61.53846154,1.842105263,11.5,19.625,2.25,36.14285714,1.852941176,57.33333333,2.454545455,6.444444444,12.17391304,4.363636364,0,25.58333333,14.46153846,16.175,4.84,1.230769231,26,0.872727273,2.083333333,0,5.133333333,0,2.083333333,12.66153846
18144,"CAKE,YEL,ENR,DRY MIX",6.607142857,4.487179487,63.01538462,3.157894737,21.1,26,2.5,44.28571429,1.382352941,48.53333333,2.454545455,8,8.304347826,5.454545455,0,19.25,17.76923077,14.46875,7.28,5.923076923,17,0.890909091,4.166666667,0,6.133333333,0,2.416666667,8.307692308
18146,"CAKE,YEL,PREP FROM RECIPE WO/FRSTNG",9.464285714,18.71794872,40.76923077,1.842105263,14.6,20.5,3,16.71428571,2.676470588,22.86666667,4.090909091,6.222222222,8.260869565,24.90909091,0.222222222,15.25,17.92307692,9.1,6.2,2.769230769,8.5,0,6.666666667,4.444444444,0,0,0,20.12307692
18147,CHEESECAKE COMMLY PREP,9.821428571,28.84615385,19.61538462,1.052631579,5.1,7.875,2.75,13.28571429,2.647058824,29.2,4.636363636,2.222222222,6.086956522,9.454545455,0.444444444,2.333333333,14.84615385,1.21875,11.42,4,4.5,8.345454545,7.083333333,17.66666667,3.733333333,3.333333333,3.666666667,50.87692308
18148,"CHEESECAKE PREP FROM MIX,NO-BAKE TYPE",9.821428571,16.28205128,27.30769231,5,17.2,5.875,4.75,33.42857143,6.205882353,25.33333333,4.181818182,3.222222222,5.217391304,8.545454545,0.555555556,10.08333333,20.23076923,3.08125,12.24,4,7.5,0,12.91666667,10.66666667,0,0,0,34.31282051
18151,"COOKIES,BROWNIES,COMMLY PREP",8.571428571,20.8974359,49.15384615,5.526315789,2.9,28.125,7.75,14.42857143,4.382352941,19.06666667,6.545454545,24.88888889,5.565217391,11.45454545,0,21.25,16.15384615,10.75625,10.94,2.692307692,11.75,1.818181818,2.916666667,2.222222222,1,0,5.416666667,21.71794872
18152,"COOKIES,BROWNIES,DRY MIX,REG",7.142857143,19.1025641,58.92307692,0,1.9,24.875,10,11.71428571,6.441176471,20.2,5.818181818,30.66666667,15.26086957,4.727272727,0.333333333,13.75,12.46153846,11.7625,2.62,5.153846154,8.75,0,0,0.111111111,0,0,0,12.91794872
18154,"COOKIES,BROWNIES,PREP FROM RECIPE",11.07142857,37.30769231,38.61538462,0,5.7,23,13.25,18.85714286,5.176470588,22.86666667,8.818181818,43.11111111,25.52173913,20.90909091,0.333333333,11.75,14.61538462,6.1375,6.56,7.230769231,7.25,0,6.666666667,19.55555556,0,0,0,37.53333333
18155,"COOKIES,BUTTER,COMMLY PREP,ENR",10.89285714,24.1025641,53,2.105263158,2.9,27.75,3,14.57142857,3.264705882,18.8,3.454545455,22.22222222,7.391304348,15.27272727,0,30.83333333,25.76923077,19.9375,9.76,2.769230769,19,1.181818182,15,18.33333333,3.866666667,2.666666667,1.416666667,56.67179487
18156,"COOKIES,FUDGE,CAKE-TYPE (INCL TROLLEY CAKES)",8.928571429,4.743589744,60.23076923,7.368421053,3.4,31,8,11.85714286,4.058823529,12.8,5,32.33333333,14,6.545454545,0.111111111,18.83333333,14.92307692,7.51875,4.88,2.384615385,10.75,0,3.333333333,0,0,0,0,5.702564103
18157,"COOKIES,CHOCOLATE WAFERS",11.78571429,18.20512821,55.92307692,8.947368421,3.1,50.125,13.25,18.85714286,6.176470588,38.66666667,9.909090909,51.44444444,30.26086957,10.36363636,0,16.91666667,20.46153846,17.8625,7.62,3.923076923,11.75,2.6,3.75,0.333333333,4.8,0,2,21.74871795
18158,"COOKIES,CHOC CHIP,COMMLY PREP,REG,LOWER FAT",10.66071429,22.96153846,51.91538462,7.894736842,0,40.25,8,9,3.941176471,27.86666667,5.363636364,22.66666667,17.13043478,10.90909091,0,21.91666667,14.23076923,12.3875,3.3,1.692307692,15.5,0.890909091,0,0,9.8,0,3.416666667,30.57435897
18159,"COOKIES,CHOC CHIP,COMMLY PREP,REG,HIGHER FAT,ENR",9.107142857,31.69230769,50.27692308,5.263157895,2.1,69.75,10.25,15.57142857,5.029411765,20.73333333,6.545454545,35.88888889,26.95652174,7.090909091,0,24.33333333,22.84615385,16.65625,0,4.461538462,18,1.909090909,1.25,0,13.4,0,28.08333333,41.49230769
18160,"COOKIES,CHOC CHIP,COMMLY PREP,SOFT-TYPE",6.482142857,25.34615385,50.57692308,4.736842105,1.7,50.875,7.25,8.714285714,3.823529412,18.4,4.909090909,25.22222222,18.39130435,5.636363636,0,11.66666667,21.76923077,12.875,7.2,3.846153846,6.75,0,0,0,10.33333333,0,2,50.00512821
18161,"COOKIES,CHOC CHIP,DRY MIX",8.214285714,32.30769231,50.84615385,0,4.3,25.875,9,11.42857143,6.117647059,19.33333333,5.454545455,33.33333333,15.7826087,4.363636364,0,16.25,15.76923077,12.4375,3.42,1.307692308,12.75,0,0,0,0,0,0,42.64615385
18163,"COOKIES,CHOC CHIP,REFR DOUGH",7.107142857,27.34615385,46.93846154,3.947368421,1.4,25,6,9.857142857,5.294117647,21.4,4.545454545,20,16.2173913,9.090909091,0,15.58333333,14.69230769,12.34375,6.16,2.923076923,14.25,0,3.333333333,0.444444444,0,0,0,43.02564103
18164,"COOKIES,CHOC CHIP,REFR DOUGH,BKD",8.75,28.97435897,52.46153846,4.473684211,2.8,31.25,6.75,10.85714286,5.882352941,15.46666667,5.090909091,22.22222222,20.56521739,10.18181818,0,13.83333333,14.69230769,12.34375,3.6,0.384615385,11,0,2.916666667,2,0,0,0,39.78974359
18165,"COOKIES,CHOC CHIP,PREP FROM RECIPE,MADE W/MARGARINE",10.17857143,36.28205128,44.92307692,7.368421053,3.9,30.75,13.75,14.28571429,6.588235294,24.06666667,8.454545455,42.55555556,28.82608696,20.18181818,0.333333333,15.41666667,13.69230769,8.5125,5.1,6.538461538,8.25,0,3.333333333,15.88888889,0,0,0,41.40512821
18166,"COOKIES,CHOC SNDWCH,W/CREME FILLING,REG",9.303571429,24.53846154,54.61538462,7.631578947,2.1,151.75,11.75,13.28571429,6.882352941,25.86666667,6.727272727,37.11111111,30.43478261,9.454545455,0,16.41666667,18.30769231,16.26875,5.42,1.769230769,15.25,3.490909091,0,0.111111111,16.46666667,0,22.83333333,28.96923077
18167,"COOKIES,CHOC SNDWCH,W/CREME FILLING,REG,CHOCOLATE-COATED",6.428571429,33.84615385,51.07692308,13.68421053,3.5,39.125,9.75,12.85714286,7.058823529,21.73333333,5.272727273,35,16.17391304,5.818181818,0,7.916666667,15.69230769,8.58125,3.56,3.384615385,4.5,0.618181818,2.083333333,0.222222222,10.53333333,0,9.333333333,38.08205128
18168,"COOKIES,CHOC SNDWCH,W/EX CREME FILLING",7.732142857,31.43589744,52.46153846,7.105263158,1.6,97.5,9,9.857142857,4.029411765,23.4,7.090909091,37.44444444,21.60869565,14.72727273,0,9.583333333,9.230769231,12.10625,2.84,0,11.5,0.6,0.833333333,0,12.6,0,5.166666667,27.96923077
18170,"COOKIES,FIG BARS",6.607142857,9.358974359,54.53846154,12.10526316,6.4,36.25,6.75,8.857142857,6.088235294,23.33333333,3.545454545,16.33333333,14.91304348,6,0.333333333,13.16666667,16.69230769,11.7125,7.28,5.769230769,8.75,2.654545455,3.75,1,4.333333333,0,4.833333333,5.758974359
18171,"COOKIES,FORTUNE",7.5,3.461538462,64.61538462,4.210526316,1.2,18,1.75,5,1.205882353,2.066666667,1.545454545,6.666666667,8.260869565,5.272727273,0,15.16666667,10,11.5,5.94,1,16.5,1.090909091,0.416666667,0.111111111,0.2,0,0.916666667,3.430769231
18172,"COOKIES,GINGERSNAPS",10,12.56410256,59.15384615,5.789473684,7.7,80,12.25,11.85714286,10.17647059,33.4,5,33.88888889,67.60869565,9.272727273,0,16.66666667,22.53846154,20.21875,7.6,7.538461538,21.75,1.6,0,0,6.466666667,0,2.083333333,12.56923077
18173,"COOKIES,GRAHAM CRACKERS,PLN OR HONEY (INCL CINN)",11.94642857,13.58974359,59.73846154,8.947368421,7.7,47.25,10,26.42857143,5,30.6,8.727272727,18.88888889,44.30434783,11.45454545,0,22.08333333,24.38461538,27.74375,8.4,12,22.75,1.072727273,0,0,10.06666667,0,11.91666667,8.374358974
18174,"COOKIES,GRAHAM CRACKERS,CHOCOLATE-COATED",7.142857143,33.07692308,51.36923077,5.789473684,4.6,25,4,12.42857143,7.852941176,17.66666667,1.818181818,21.55555556,20.17391304,20.18181818,0.111111111,22.5,11.53846154,10.625,7.54,4.923076923,12.5,4.054545455,4.166666667,0.222222222,6.6,0,5.333333333,88.20512821
18175,"COOKIES,LADYFINGERS,W/LEMON JUC&RIND",18.92857143,11.66666667,45.92307692,2.631578947,4.7,44.75,3,24.71428571,3.323529412,9.8,10.36363636,10.55555556,10.43478261,38.36363636,4.111111111,23.66666667,32.92307692,13.15,22.32,9.384615385,15,16.72727273,31.25,0.333333333,4.2,4,0.166666667,15.73846154
18176,"COOKIES,MARSHMLLW,CHOCOLATE-COATED (INCL MARSHMLLW PIES)",7.142857143,21.66666667,52.07692308,5.263157895,4.6,31.625,9,13.85714286,5.352941176,12.53333333,5.909090909,29.11111111,12.39130435,8,0.111111111,7.75,16,4.9,9.52,4.769230769,5.75,2.472727273,7.083333333,0.111111111,0.933333333,0,5.833333333,24.21538462
18177,"COOKIES,MOLASSES",10,16.41025641,56.76923077,2.631578947,7.4,80.375,13,13.57142857,10.17647059,30.6,4.090909091,41.44444444,54.65217391,10.18181818,0,29.58333333,20.30769231,18.94375,8.22,8,22.25,1.527272727,0,0,0.733333333,0,4.583333333,16.47179487
18178,"COOKIES,OATMEAL,COMMLY PREP,REG",11.07142857,23.20512821,52.84615385,7.368421053,3.7,32.25,8.25,19.71428571,4.176470588,25.53333333,7.181818182,14.88888889,36.47826087,17.81818182,0.555555556,22.25,17.69230769,13.91875,7.72,5.076923077,14.75,2.181818182,0,0.555555556,1.733333333,0,6.666666667,23.17435897
18179,"COOKIES,OATMEAL,COMMLY PREP,SOFT-TYPE",10.89285714,18.84615385,50.53846154,7.105263158,9,34.875,7.5,29.85714286,3.970588235,23.26666667,4,61.11111111,18.30434783,19.09090909,0.222222222,15.5,17.53846154,11.39375,9.22,6.538461538,8.5,0,0.416666667,0.555555556,0,0,0,18.61538462
18180,"COOKIES,OATMEAL,DRY MIX",11.60714286,24.61538462,51.76923077,0,2.5,27.75,12,23.28571429,5.382352941,31.53333333,7.272727273,22.22222222,53.47826087,19.27272727,0.111111111,11.83333333,10.76923077,8.125,9.14,3.230769231,12.5,0,0,0.111111111,0,0,0,24.38461538
18182,"COOKIES,OATMEAL,REFR DOUGH",9.642857143,24.23076923,45.46153846,6.578947368,3.1,26.75,7,14.85714286,4.323529412,19.6,5.818181818,12.22222222,33.26086957,16.54545455,0,19.5,11.38461538,11.65625,7.44,3.153846154,8.75,0,1.666666667,0.444444444,0,0,0,24.36410256
18183,"COOKIES,OATMEAL,REFR DOUGH,BKD",10.71428571,26.92307692,50.53846154,7.368421053,3.5,29.75,8,16.57142857,4.794117647,21.8,6.454545455,13.55555556,41.43478261,18.36363636,0.111111111,17.33333333,11.38461538,11.65625,4.2,4.230769231,6.75,0,1.666666667,0.444444444,0,0,0,27.37948718
18184,"COOKIES,OATMEAL,PREP FROM RECIPE,W/RAISINS",11.60714286,20.76923077,52.61538462,0,10,33.125,10.5,23,7.029411765,35.86666667,7.818181818,20.11111111,42.91304348,28.36363636,0.555555556,20.75,12.76923077,7.86875,6.58,5.461538462,7.5,0,3.333333333,15.88888889,0,0,0,16.57435897
18185,"COOKIES,PNUT BUTTER,COMMLY PREP,REG",15.92857143,30.53846154,44.73076923,5.526315789,4.1,26.375,11,22.28571429,5.941176471,30.86666667,7.818181818,17,27.95652174,11.45454545,0,17.33333333,16,24.125,8.58,9.384615385,14.25,1.818181818,1.666666667,1,23.53333333,0,3.666666667,34.62051282
18186,"COOKIES,PNUT BUTTER,COMMLY PREP,SOFT-TYPE",9.464285714,31.28205128,44.38461538,4.473684211,1.2,11.125,8,12.42857143,3.147058824,22.4,5,8.888888889,18.69565217,8,0,20.66666667,12.69230769,13.5,7.24,2.076923077,16.75,0,0,0,0,0,0,31.53333333
18187,"COOKIES,PNUT BUTTER,REFR DOUGH",14.64285714,32.05128205,40.07692308,2.894736842,10.1,21.25,9.25,34.42857143,9.058823529,26.46666667,6.181818182,16.77777778,14.17391304,9.090909091,0,15.91666667,14.30769231,25.89375,7.58,10.92307692,14.25,0,1.666666667,1.555555556,0,0,0,29.6974359
18188,"COOKIES,PNUT BUTTER,REFR DOUGH,BKD",16.25,35.25641026,44.07692308,3.157894737,11.1,23.375,10.25,37.71428571,9.941176471,29.06666667,6.818181818,18.44444444,20.04347826,9.272727273,0,14,14.15384615,25.6125,6,4.923076923,11,0,2.5,1.555555556,0,0,0,31.78974359
18189,"COOKIES,PNUT BUTTER,PREP FROM RECIPE",16.07142857,30.51282051,45.30769231,0,3.9,27.875,9.75,16.57142857,6.794117647,34.53333333,7.454545455,20.33333333,24.7826087,26.90909091,0.111111111,18.5,16.15384615,21.9625,6.9,6.461538462,13.75,0,3.75,15.22222222,0,0,0,22.75897436
18190,"COOKIES,PNUT BUTTER SNDWCH,REG",15.71428571,27.05128205,50.46153846,5,5.3,32.5,12.25,26.85714286,5.647058824,24.53333333,9.636363636,26.33333333,39.65217391,14,0.111111111,27.08333333,20.23076923,23.36875,18.3,10.69230769,15.25,3.4,9.583333333,0.111111111,12.46666667,0,3.25,25.61538462
18191,"COOKIES,RAISIN,SOFT-TYPE",7.321428571,17.43589744,52.30769231,3.157894737,4.6,28.625,5.25,11.85714286,4.117647059,27.86666667,2.909090909,45.88888889,13.26086957,5.090909091,0.444444444,18,15.84615385,12.29375,4.88,4,8,2.672727273,1.25,0.222222222,14.8,0,3.25,17.74358974
18192,"COOKIES,SHORTBREAD,COMMLY PREP,PLN",9.589285714,33.61538462,49.06153846,3.421052632,1.3,37.25,3.5,9.428571429,2.588235294,23.53333333,4.454545455,10,17.08695652,11.27272727,0,29.41666667,24.15384615,20.46875,6.42,5.461538462,20.25,0.163636364,0,0,16.26666667,0,9.166666667,41.56410256
18193,"COOKIES,SHORTBREAD,COMMLY PREP,PECAN",8.75,41.66666667,44.84615385,4.736842105,3,30.375,4.5,12.14285714,2.147058824,18.73333333,5.272727273,16.88888889,26.82608696,5.818181818,0,24.41666667,16.92307692,15.50625,7.54,1.538461538,15.75,0,0.416666667,0.111111111,0,0,0,42.07179487
18196,"COOKIES,BROWNIES,DRY MIX,SUGAR FREE",5.178571429,16.02564103,61.84615385,11.05263158,1.2,19,1,8.142857143,9.852941176,5.533333333,1.272727273,2.888888889,8.739130435,3.636363636,0,11.58333333,8.384615385,7.75,1.82,0.615384615,12,0.6,0,0,0,0,0,10.34871795
18198,"COOKIES,CHOC CHIP,COMMLY PREP,SPL DIETARY",6.964285714,21.53846154,56.46153846,4.210526316,4.6,43.75,5.25,15.57142857,5.852941176,16.26666667,4.272727273,24.22222222,15.86956522,4.727272727,0,31.08333333,14.46153846,17.76875,4.02,1.384615385,13.5,1.218181818,0,0.111111111,7.066666667,0,3.333333333,21.45128205
18199,"COOKIES,CHOC SNDWCH,W/CREME FILLING,SPL DIETARY",8.035714286,28.33333333,52.30769231,10.78947368,9.8,59,6.5,28.57142857,8.676470588,22.8,5.272727273,24.44444444,17.52173913,6.727272727,0,43.66666667,22.46153846,24.81875,7.18,2.538461538,15.5,1.781818182,1.666666667,0.111111111,10.93333333,0,4.5,20.47179487
18200,"COOKIES,OATMEAL,COMMLY PREP,SPL DIETARY",8.571428571,23.07692308,53.76923077,7.631578947,5.4,50.875,4.25,17.42857143,5.147058824,18.2,4.454545455,16.77777778,27.82608696,8,0.333333333,38.33333333,16.23076923,20.225,5.7,2,11.5,2.181818182,0,0.111111111,10.13333333,0,5.833333333,13.81025641
18201,"COOKIES,PNUT BUTTER SNDWCH,SPL DIETARY",17.85714286,43.58974359,39.07692308,0,4.3,31.875,12.75,22,8.647058824,27.46666667,9.363636364,29.66666667,30.65217391,6.363636364,0,28.83333333,11.38461538,32.86875,10.14,6,13.5,0,0.416666667,0,0,0,0,25.31794872
18202,"COOKIES,SUGAR WAFER,W/ CREME FILLING,SUGAR FREE",6.375,36.62820513,50.96923077,37.63157895,0,16.125,1.75,5.714285714,1.676470588,4.733333333,1.818181818,4.222222222,11.04347826,11.45454545,0,20,11.53846154,11.25,1.96,0.692307692,10.5,0.218181818,0,0,20.53333333,0,2.166666667,21.83076923
18204,"COOKIES,SUGAR,COMMLY PREP,REG (INCL VANILLA)",9.553571429,25.06410256,51.8,3.421052632,3.5,28,3.25,14.14285714,2.558823529,25.66666667,3.909090909,8.777777778,13.34782609,14.90909091,0.111111111,19.33333333,18.15384615,18.3875,5.6,5.230769231,18,1.963636364,7.916666667,0.777777778,20.46666667,0,7.166666667,39.31282051
18205,"COOKIES,SUGAR,REFR DOUGH",7.142857143,24.97435897,47.09230769,2.368421053,0.8,23.125,1.75,24.14285714,4.323529412,21.86666667,2.181818182,4.111111111,13.39130435,5.636363636,0,17.08333333,9.384615385,15.075,4.92,1.461538462,15.75,0,0.833333333,1.222222222,1.266666667,0,7.333333333,25.41025641
18206,"COOKIES,SUGAR,REFR DOUGH,BKD",8.392857143,29.61538462,50.46153846,2.368421053,9,23,2,26.71428571,4.794117647,24.13333333,2.454545455,4.555555556,12.56521739,6.363636364,0,15.16666667,9.384615385,15.075,3.02,1.769230769,17.5,1.909090909,2.916666667,1.333333333,1.4,0,8.166666667,30.28717949
18208,"COOKIES,SUGAR,PREP FROM RECIPE,MADE W/MARGARINE",10.53571429,30,46.15384615,3.157894737,7.3,29.125,3,12.85714286,2.264705882,32.73333333,3.818181818,8.666666667,13.73913043,32,0.111111111,24.5,19.76923077,15.26875,4.8,2.307692308,15.25,4.963636364,3.75,26.44444444,17.13333333,3.333333333,21.58333333,24.05128205
18209,"COOKIES,SUGAR WAFERS W/CREME FILLING,REG",6.857142857,29.79487179,54.33846154,4.210526316,2.7,46.625,4,10.28571429,3.441176471,6.866666667,3.909090909,7.333333333,18.30434783,6.727272727,0,3.083333333,9.230769231,13.64375,7.9,3.307692308,19.25,0.218181818,0,0,16.66666667,0,1.75,61.02051282
18210,"COOKIES,VANILLA SNDWCH W/CREME FILLING",8.035714286,25.64102564,55.46153846,3.947368421,2.7,27.625,3.5,10.71428571,2.676470588,23.26666667,3.636363636,12.66666667,12.69565217,5.454545455,0,21.75,18.69230769,16.8125,7.88,1.384615385,12.5,0.745454545,0,0,10.66666667,0,4.166666667,15.27692308
18211,"PUFF PASTRY,FRZ,RTB,BKD",13.21428571,49.35897436,35.15384615,3.947368421,1,32.5,4,8.571428571,1.823529412,16.86666667,4.909090909,12.77777778,21.52173913,44.54545455,0,26.91666667,19.84615385,23.75,0,1.461538462,13.75,1.127272727,0,0,3.666666667,0,13.58333333,28.21538462
18212,"COOKIES,VANILLA WAFERS,LOWER FAT",8.928571429,19.48717949,56.61538462,5,4.8,29.75,3.5,14.85714286,2.852941176,25.86666667,3.272727273,11.11111111,11.39130435,20.54545455,0,22.91666667,24.61538462,19.4125,8.2,5.615384615,15,5.018181818,5.416666667,0.888888889,1.533333333,0,5,19.68205128
18213,"COOKIES,VANILLA WAFERS,HIGHER FAT",8.75,21.03846154,55.84615385,4.210526316,3.6,34.875,3,12.57142857,2.911764706,21.66666667,3.272727273,7.777777778,12.60869565,10.18181818,0,24.08333333,24.30769231,20.66875,7.02,4.230769231,20.75,2.090909091,0,0,15.13333333,0,24.16666667,21.76923077
18214,"CRACKERS,CHEESE,REGULAR",19.51785714,29.15384615,45.70769231,6.052631579,13.6,61,6.25,28.57142857,4.588235294,64.86666667,10.81818182,13.88888889,24.43478261,24.54545455,0,46.83333333,26,38.20625,9.44,13.07692308,38,1.581818182,14.16666667,1.888888889,14.6,0,7.833333333,27.11794872
18215,"CRACKERS,CHS,SANDWICH-TYPE W/PNUT BUTTER FILLING",22.16071429,32.20512821,43.64615385,8.947368421,5,34,14,38.28571429,6.411764706,55.26666667,9.454545455,33.55555556,35.73913043,14.90909091,0,46,22.61538462,36.44375,9.7,11.61538462,23.5,4.490909091,11.66666667,0.111111111,15.8,0,10,22.59487179
18216,"CRACKERS,CRISPBREAD,RYE",14.10714286,1.666666667,63.23076923,43.42105263,3.1,30.375,19.5,38.42857143,9.382352941,27.33333333,21.72727273,28.33333333,107.6086957,66.54545455,0,20.25,11.15384615,6.5,13.52,16.15384615,11.75,3.672727273,0,0,5.4,0,5,0.743589744
18217,"CRACKERS,MATZO,PLAIN",17.85714286,1.794871795,64.38461538,7.894736842,1.3,39.5,6.25,12.71428571,3.294117647,0,6.181818182,6.666666667,28.26086957,67.09090909,0,32.25,22.38461538,24.325,8.86,8.846153846,4.25,1.963636364,0,0,0.4,0,0.25,1.158974359
18218,"CRACKERS,MATZO,EGG",21.96428571,2.692307692,60.46153846,7.368421053,4,33.75,6,21.14285714,4.411764706,1.4,6.636363636,17.22222222,26.08695652,50.36363636,0.111111111,65.66666667,47.53846154,31.75,8.7,4.153846154,6,0,7.916666667,1.444444444,0,0,0,2.81025641
18219,"CRACKERS,MATZO,WHOLE-WHEAT",23.39285714,1.923076923,60.69230769,31.05263158,2.3,58.125,33.5,43.57142857,9.294117647,0.133333333,23.72727273,38.88888889,152.173913,136.5454545,0,30.41666667,20.84615385,33.8125,24.7,12.23076923,8.75,0,0,0,0,0,0,1.246153846
18220,"CRACKERS,MELBA TOAST,PLN",21.60714286,4.102564103,58.92307692,16.57894737,9.3,46.25,14.75,28,5.941176471,39.86666667,18.27272727,32.11111111,49.13043478,63.27272727,0,34.41666667,21,25.70625,13.86,7.538461538,31,3.6,0,0,2.866666667,0,0.75,2.282051282
18221,"CRACKERS,MELBA TOAST,RYE (INCL PUMPERNICKEL)",20.71428571,4.358974359,59.46153846,21.05263158,7.8,46,9.75,26.14285714,5.676470588,59.93333333,12.36363636,44.55555556,32.08695652,70.36363636,0,39.41666667,21.84615385,29.4875,9.68,6.615384615,21.25,0,0,0,0,0,0,2.323076923
