NDB_No,Shrt_Desc,Protein,Lipid_Tot,Carbohydrt,Fiber_TD,Calcium,Iron,Magnesium,Phosphorus,Potassium,Sodium,Zinc,Copper,Manganese,Selenium,Vit_C,Thiamin,Riboflavin,Niacin,Panto_Acid,Vit_B6,Folate_Tot,Choline_Tot,Vit_B12,Vit_A,Vit_E,Vit_D,Vit_K,FA_Sat
1001,"BUTTER,WITH SALT",1.517857143,103.9871795,0.046153846,0,2.4,0.25,0.5,3.428571429,0.705882353,42.86666667,0.818181818,0,0,1.818181818,0,0.416666667,2.615384615,0.2625,2.2,0.230769231,0.75,3.418181818,7.083333333,76,15.46666667,0,5.833333333,263.425641
1002,"BUTTER,WHIPPED,W/ SALT",0.875,100.3846154,2.207692308,0,2.3,0.625,0.25,3.428571429,1.205882353,38.86666667,0.454545455,1.111111111,0.043478261,0,0,0.583333333,4.923076923,0.1375,1.94,0.615384615,1,3.418181818,2.916666667,75.88888889,9.133333333,0,3.833333333,232.7692308
1003,"BUTTER OIL,ANHYDROUS",0.5,127.5384615,0,0,0.4,0,0,0.428571429,0.147058824,0.133333333,0.090909091,0.111111111,0,0,0,0.083333333,0.384615385,0.01875,0.2,0.076923077,0,4.054545455,0.416666667,93.33333333,18.66666667,0,7.166666667,317.5589744
1004,"CHEESE,BLUE",38.21428571,36.84615385,1.8,0,52.8,3.875,5.75,55.28571429,7.529411765,76.4,24.18181818,4.444444444,0.391304348,26.36363636,0,2.416666667,29.38461538,6.35,34.58,12.76923077,9,2.8,50.83333333,22,1.666666667,3.333333333,2,95.73846154
1005,"CHEESE,BRICK",41.5,38.05128205,2.146153846,0,67.4,5.375,6,64.42857143,4,37.33333333,23.63636364,2.666666667,0.52173913,26.36363636,0,1.166666667,27,0.7375,5.76,5,5,2.8,52.5,32.44444444,1.733333333,3.333333333,2.083333333,96.22564103
1006,"CHEESE,BRIE",37.05357143,35.48717949,0.346153846,0,18.4,6.25,5,26.85714286,4.470588235,41.93333333,21.63636364,2.111111111,1.47826087,26.36363636,0,5.833333333,40,2.375,13.8,18.07692308,16.25,2.8,68.75,19.33333333,1.6,3.333333333,1.916666667,89.28205128
1007,"CHEESE,CAMEMBERT",35.35714286,31.1025641,0.353846154,0,38.8,4.125,5,49.57142857,5.5,56.13333333,21.63636364,2.333333333,1.652173913,26.36363636,0,2.333333333,37.53846154,3.9375,27.28,17.46153846,15.5,2.8,54.16666667,26.77777778,1.4,2.666666667,1.666666667,78.25128205
1008,"CHEESE,CARAWAY",44.96428571,37.43589744,2.353846154,0,67.3,8,5.5,70,2.735294118,46,26.72727273,2.666666667,0.913043478,26.36363636,0,2.583333333,34.61538462,1.125,3.8,5.692307692,4.5,0,11.25,30.11111111,0,0,0,95.3025641
1009,"CHEESE,CHEDDAR",40.83928571,42.70512821,2.376923077,0,71,1.75,6.75,65,2.235294118,43.53333333,33.09090909,3.333333333,1.173913043,51.81818182,0,2.416666667,32.92307692,0.36875,8.2,5.076923077,6.75,3,45.83333333,36.66666667,4.733333333,4,2,96.75384615
1010,"CHEESE,CHESHIRE",41.73214286,39.23076923,3.676923077,0,64.3,2.625,5.25,66.28571429,2.794117647,46.66666667,25.36363636,4.666666667,0.52173913,26.36363636,0,3.833333333,22.53846154,0.5,8.26,5.692307692,4.5,0,34.58333333,25.88888889,0,0,0,99.87179487
1011,"CHEESE,COLBY",42.42857143,41.16666667,1.976923077,0,68.5,9.5,6.5,65.28571429,3.735294118,40.26666667,27.90909091,4.666666667,0.52173913,26.36363636,0,1.25,28.84615385,0.58125,4.2,6.076923077,4.5,2.8,34.58333333,29.33333333,1.866666667,4,2.25,103.6820513
1012,"CHEESE,COTTAGE,CRMD,LRG OR SML CURD",19.85714286,5.512820513,2.6,0,8.3,0.875,2,22.71428571,3.058823529,24.26666667,3.636363636,3.222222222,0.086956522,17.63636364,0,2.25,12.53846154,0.61875,11.14,3.538461538,3,3.345454545,17.91666667,4.111111111,0.533333333,0.666666667,0,8.81025641
1013,"CHEESE,COTTAGE,CRMD,W/FRUIT",19.08928571,4.935897436,3.546153846,0.526315789,5.3,2,1.75,16.14285714,2.647058824,22.93333333,3,4.444444444,0.130434783,14,1.555555556,2.75,10.92307692,0.9375,3.62,5.230769231,2.75,3.181818182,22.08333333,4.222222222,0.266666667,0,0.333333333,11.85128205
1014,"CHEESE,COTTAGE,NONFAT,UNCRMD,DRY,LRG OR SML CURD",18.46428571,0.371794872,5.123076923,0,8.6,1.875,2.75,27.14285714,4.029411765,24.8,4.272727273,3.333333333,0.956521739,17.09090909,0,1.916666667,17.38461538,0.9,8.92,1.230769231,2.25,3.254545455,19.16666667,0.222222222,0.066666667,0,0,0.866666667
1015,"CHEESE,COTTAGE,LOWFAT,2% MILKFAT",18.66071429,2.91025641,3.661538462,0,11.1,1.625,2.25,21.42857143,3.676470588,20.53333333,4.636363636,3.666666667,0.652173913,21.63636364,0,1.666666667,19.30769231,0.64375,10.48,4.384615385,2,2.963636364,19.58333333,7.555555556,0.533333333,0,0,6.333333333
1016,"CHEESE,COTTAGE,LOWFAT,1% MILKFAT",22.125,1.307692308,2.092307692,0,6.1,1.75,1.25,19.14285714,2.529411765,27.06666667,3.454545455,3.111111111,0.130434783,16.36363636,0,1.75,12.69230769,0.8,4.3,5.230769231,3,3.181818182,26.25,1.222222222,0.066666667,0,0.083333333,3.307692308
1017,"CHEESE,CREAM",10.98214286,44.15384615,4.246153846,0,9.7,1.375,2.25,15.28571429,3.882352941,20.93333333,4.545454545,2,0.47826087,15.63636364,0,1.916666667,17.69230769,0.56875,10.34,4.307692308,2.25,4.945454545,9.166666667,34.22222222,5.733333333,0,1.75,103.6564103
1018,"CHEESE,EDAM",44.625,35.64102564,1.1,0,73.1,5.5,7.5,76.57142857,5.529411765,54.13333333,34.09090909,4,0.47826087,26.36363636,0,3.083333333,29.92307692,0.5125,5.62,5.846153846,4,2.8,64.16666667,27,1.6,3.333333333,1.916666667,90.11282051
1019,"CHEESE,FETA",25.375,27.28205128,3.146153846,0,49.3,8.125,4.75,48.14285714,1.823529412,61.13333333,26.18181818,3.555555556,1.217391304,27.27272727,0,12.83333333,64.92307692,6.19375,19.34,32.61538462,8,2.8,70.41666667,13.88888889,1.2,2.666666667,1.5,76.64615385
1020,"CHEESE,FONTINA",45.71428571,39.92307692,1.192307692,0,55,2.875,3.5,49.42857143,1.882352941,53.33333333,31.81818182,2.777777778,0.608695652,26.36363636,0,1.75,15.69230769,0.9375,8.58,6.384615385,1.5,2.8,70,29,1.8,4,2.166666667,98.44102564
1021,"CHEESE,GJETOST",17.23214286,37.83333333,32.80769231,0,40,6.5,17.5,63.42857143,41.44117647,40,10.36363636,8.888888889,1.739130435,26.36363636,0,26.25,106.3076923,5.08125,67.02,20.84615385,1.25,0,100.8333333,37.11111111,0,0,0,98.25641026
1022,"CHEESE,GOUDA",44.53571429,35.17948718,1.707692308,0,70,3,7.25,78,3.558823529,54.6,35.45454545,4,0.47826087,26.36363636,0,2.5,25.69230769,0.39375,6.8,6.153846154,5.25,2.8,64.16666667,18.33333333,1.6,3.333333333,1.916666667,90.32820513
1023,"CHEESE,GRUYERE",53.23214286,41.46153846,0.276923077,0,101.1,2.125,9,86.42857143,2.382352941,47.6,35.45454545,3.555555556,0.739130435,26.36363636,0,5,21.46153846,0.6625,11.24,6.230769231,2.5,2.8,66.66666667,30.11111111,1.866666667,4,2.25,96.98974359
1024,"CHEESE,LIMBURGER",35.80357143,34.93589744,0.376923077,0,49.7,1.625,5.25,56.14285714,3.764705882,53.33333333,19.09090909,2.333333333,1.652173913,26.36363636,0,6.666666667,38.69230769,0.9875,23.54,6.615384615,14.5,2.8,43.33333333,37.77777778,1.533333333,3.333333333,1.916666667,85.87692308
1025,"CHEESE,MONTEREY",43.71428571,38.82051282,0.523076923,0,74.6,9,6.75,63.42857143,2.382352941,40,27.27272727,3.555555556,0.47826087,26.36363636,0,1.25,30,0.58125,4.2,6.076923077,4.5,2.8,34.58333333,22,1.733333333,4,2.083333333,97.77435897
1026,"CHEESE,MOZZARELLA,WHL MILK",39.58928571,28.65384615,1.684615385,0,50.5,5.5,5,50.57142857,2.235294118,41.8,26.54545455,1.222222222,1.304347826,30.90909091,0,2.5,21.76923077,0.65,2.82,2.846153846,1.75,2.8,95,19.88888889,1.266666667,2.666666667,1.916666667,67.44615385
1027,"CHEESE,MOZZARELLA,WHL MILK,LO MOIST",38.57142857,31.58974359,1.9,0,57.5,2.5,5.25,58.85714286,2.205882353,47.33333333,22.36363636,2.444444444,0.391304348,29.27272727,0,1.333333333,20.76923077,0.5875,1.42,4.769230769,2,2.727272727,30.41666667,21.88888889,1.4,3.333333333,2.083333333,79.8
1028,"CHEESE,MOZZARELLA,PART SKIM MILK",43.32142857,20.41025641,2.130769231,0,78.2,2.75,5.75,66.14285714,2.470588235,41.26666667,25.09090909,2.777777778,0.434782609,26.18181818,0,1.5,23.30769231,0.65625,1.58,5.384615385,2.25,2.8,34.16666667,14.11111111,0.933333333,2,1.333333333,51.86666667
1029,"CHEESE,MOZZARELLA,LO MOIST,PART-SKIM",42.41071429,25.35897436,4.292307692,0,69.7,2.75,6.75,78.28571429,5.529411765,44.4,32.90909091,3.666666667,1.695652174,50.18181818,0,2,27.15384615,0.69375,8.58,7.692307692,6.75,2.581818182,70,24.77777778,3.333333333,2.666666667,1.083333333,57.92307692
1030,"CHEESE,MUENSTER",41.80357143,38.51282051,0.861538462,0,71.7,5.125,6.75,66.85714286,3.941176471,41.86666667,25.54545455,3.444444444,0.347826087,26.36363636,0,1.083333333,24.61538462,0.64375,3.8,4.307692308,3,2.8,61.25,33.11111111,1.733333333,4,2.083333333,98.01538462
1031,"CHEESE,NEUFCHATEL",16.33928571,29.20512821,2.761538462,0,11.7,1.625,2.5,19.71428571,4.470588235,22.26666667,7.454545455,3,0.47826087,5.454545455,0,1.833333333,11.92307692,1.3125,11.5,3.153846154,3.5,0,12.5,26.77777778,2.666666667,0,1.416666667,65.58974359
1032,"CHEESE,PARMESAN,GRATED",50.75,35.69230769,10.7,0,85.3,6.125,8.5,89.57142857,5.294117647,120.2666667,38.18181818,4.444444444,3.086956522,62.54545455,0,2.166666667,27.53846154,0.5,9,6.230769231,1.5,2.563636364,58.33333333,29.11111111,3.533333333,3.333333333,1.416666667,78.82564103
1033,"CHEESE,PARMESAN,HARD",63.83928571,33.11538462,2.476923077,0,118.4,10.25,11,99.14285714,2.705882353,91.73333333,25,3.555555556,0.869565217,40.90909091,0,3.25,25.53846154,1.69375,9.06,7,1.75,2.8,50,23,1.466666667,3.333333333,1.416666667,84.15384615
1034,"CHEESE,PORT DE SALUT",42.46428571,36.15384615,0.438461538,0,65,5.375,6,51.42857143,4,35.6,23.63636364,2.444444444,0.47826087,26.36363636,0,1.166666667,18.46153846,0.375,4.2,4.076923077,4.5,2.8,62.5,35,1.6,3.333333333,2,85.59487179
1035,"CHEESE,PROVOLONE",45.67857143,34.12820513,1.646153846,0,75.6,6.5,7,70.85714286,4.058823529,58.4,29.36363636,2.888888889,0.434782609,26.36363636,0,1.583333333,24.69230769,0.975,9.52,5.615384615,2.5,2.8,60.83333333,26.22222222,1.533333333,3.333333333,1.833333333,87.57948718
1036,"CHEESE,RICOTTA,WHOLE MILK",20.10714286,16.64102564,2.338461538,0,20.7,4.75,2.75,22.57142857,3.088235294,5.6,10.54545455,2.333333333,0.260869565,26.36363636,0,1.083333333,15,0.65,4.26,3.307692308,3,3.181818182,14.16666667,13.33333333,0.733333333,1.333333333,0.916666667,42.53846154
1037,"CHEESE,RICOTTA,PART SKIM MILK",20.33928571,10.14102564,3.953846154,0,27.2,5.5,3.75,26.14285714,3.676470588,6.6,12.18181818,3.777777778,0.434782609,30.36363636,0,1.75,14.23076923,0.4875,4.84,1.538461538,3.25,2.963636364,12.08333333,11.88888889,0.466666667,0.666666667,0.583333333,25.26666667
1038,"CHEESE,ROMANO",56.78571429,34.53846154,2.792307692,0,106.4,9.625,10.25,108.5714286,2.529411765,95.53333333,23.45454545,3.333333333,0.869565217,26.36363636,0,3.083333333,28.46153846,0.48125,8.48,6.538461538,1.75,2.8,46.66666667,10.66666667,1.533333333,3.333333333,1.833333333,87.76923077
1039,"CHEESE,ROQUEFORT",38.46428571,39.28205128,1.538461538,0,66.2,7,7.5,56,2.676470588,120.6,18.90909091,3.777777778,1.304347826,26.36363636,0,3.333333333,45.07692308,4.5875,34.62,9.538461538,12.25,0,26.66666667,32.66666667,0,0,0,98.78461538
1040,"CHEESE,SWISS",48.14285714,39.73076923,1.107692308,0,89,1.625,8.25,82,2.117647059,12.46666667,39.72727273,5.222222222,1.130434783,54.54545455,0,0.916666667,23.23076923,0.4,7.06,5.461538462,2.5,2.818181818,127.5,32,4,0,1.166666667,93.47179487
1041,"CHEESE,TILSIT",43.58928571,33.30769231,1.446153846,0,70,2.875,3.25,71.42857143,1.911764706,50.2,31.81818182,2.888888889,0.565217391,26.36363636,0,5.083333333,27.61538462,1.28125,6.92,5,5,0,87.5,27.66666667,0,0,0,86.02564103
1042,"CHEESE,PAST PROCESS,AMERICAN,FORT W/ VITAMIN D",32.375,39.37179487,3.676923077,0,104.5,7.875,6.5,91.57142857,3.882352941,111.4,22.63636364,5.111111111,1.782608696,36.72727273,0,1.25,18,0.475,8.06,4.153846154,2,3.490909091,62.5,35.22222222,5.333333333,50,3.083333333,92.6
1043,"CHEESE,PAST PROCESS,PIMENTO",39.51785714,40,1.330769231,0.263157895,61.4,5.25,5.5,106.2857143,4.764705882,61,27.09090909,3.666666667,0.695652174,26.36363636,2.555555556,2.25,27.23076923,0.4875,9.7,5.461538462,2,6.309090909,29.16666667,27.11111111,1.933333333,3.333333333,2.416666667,100.8358974
1044,"CHEESE,PAST PROCESS,SWISS",44.16071429,32.06410256,1.615384615,0,77.2,7.625,7.25,108.8571429,6.352941176,91.33333333,32.81818182,3,0.608695652,28.90909091,0,1.166666667,21.23076923,0.2375,5.2,2.769230769,1.5,6.581818182,51.25,22,2.266666667,3.333333333,1.833333333,82.28205128
1045,"CHEESE FD,COLD PK,AMERICAN",35.10714286,31.35897436,6.4,0,49.7,10.5,7.5,57.14285714,10.67647059,64.4,27.36363636,3.333333333,0.434782609,29.45454545,0,2.5,34.30769231,0.4625,19.54,10.84615385,1.25,0,53.33333333,0,0,0,0,78.74358974
1046,"CHEESE FD,PAST PROCESS,AMERICAN,VITAMIN D FORT",30.10714286,32.85897436,6.584615385,0,68.2,3.25,6.75,62.57142857,7.5,85.6,21,3.777777778,1.086956522,35.63636364,0,2.916666667,27.69230769,0.96875,17.1,7.846153846,1.75,6.581818182,55.41666667,22.33333333,4.2,16.66666667,2.833333333,77.21538462
1047,"CHEESE FD,PAST PROCESS,SWISS",39.14285714,30.94871795,3.461538462,0,72.3,7.5,7,75.14285714,8.352941176,103.4666667,32.27272727,3.333333333,0.434782609,29.27272727,0,1.166666667,30.76923077,0.65,10,2.692307692,1.5,0,95.83333333,26.33333333,0,0,0,79.42051282
1048,"CHEESE SPRD,PAST PROCESS,AMERICAN",29.30357143,27.21794872,6.715384615,0,56.2,4.125,7.25,125,7.117647059,108.3333333,23.54545455,3.666666667,0.869565217,20.54545455,0,4,33.15384615,0.81875,13.72,9,1.75,6.581818182,16.66666667,19.22222222,1.266666667,2.666666667,1.5,68.34358974
1049,"CREAM,FLUID,HALF AND HALF",5.589285714,13.32051282,3.638461538,0,10.7,0.625,2.5,13.57142857,3.882352941,4.066666667,3.545454545,1,0.217391304,5.818181818,1,2.5,14.92307692,0.68125,10.78,3.846153846,0.75,3.4,7.916666667,10.77777778,1.666666667,0,1.083333333,36.06153846
1050,"CREAM,FLUID,LT (COFFEE CRM OR TABLE CRM)",5.285714286,24.48717949,2.169230769,0,9.1,0.625,2.25,13.14285714,4,4.8,2.909090909,1.333333333,0.217391304,8.363636364,0.888888889,1.916666667,14.61538462,0.5625,8.8,3.384615385,0.5,3.054545455,5.833333333,20.11111111,0.8,7.333333333,1.416666667,52.18461538
1052,"CREAM,FLUID,LT WHIPPING",3.875,39.62820513,2.276923077,0,6.9,0.375,1.75,8.714285714,2.852941176,2.266666667,2.272727273,0.777777778,0.043478261,0.909090909,0.666666667,2,9.615384615,0.2625,5.18,2.153846154,1,3.054545455,8.333333333,31,5.866666667,4,2.25,99.16410256
1053,"CREAM,FLUID,HVY WHIPPING",5.071428571,46.25641026,2.107692308,0,6.6,1.25,1.75,8.285714286,2.794117647,1.8,2.181818182,1.222222222,0.260869565,5.454545455,0.666666667,1.666666667,14.46153846,0.4,9.9,2.692307692,1,3.054545455,6.666666667,45.66666667,6.133333333,10.66666667,2.666666667,118.1128205
1054,"CREAM,WHIPPED,CRM TOPPING,PRESSURIZED",5.714285714,28.48717949,9.607692308,0,10.1,0.625,2.75,12.71428571,4.323529412,0.533333333,3.363636364,1.111111111,0.043478261,2.545454545,0,3.083333333,5,0.4375,6.1,3.153846154,0.75,3.054545455,12.08333333,20.88888889,4.266666667,2.666666667,1.583333333,70.92820513
1055,"CREAM,SOUR,RED FAT,CULTURED",5.25,15.38461538,3.276923077,0,10.4,0.875,2.5,13.57142857,3.794117647,5.933333333,4.545454545,1.777777778,0.130434783,3.818181818,1,2.916666667,11.46153846,0.41875,7.26,1.230769231,2.75,3.490909091,12.5,11.33333333,2.266666667,1.333333333,0.5,38.30769231
1056,"CREAM,SOUR,CULTURED",4.357142857,24.80769231,3.561538462,0,10.1,0.875,2.5,10.85714286,3.676470588,2.066666667,3,2,0.652173913,6.727272727,1,1.666666667,12.92307692,0.58125,9.44,3.153846154,1.5,3.490909091,8.75,13.77777778,2.533333333,0,1.25,52
1057,EGGNOG,8.125,5.371794872,6.192307692,0,13,2.5,4.75,15.57142857,4.852941176,3.6,4.181818182,1.444444444,0.217391304,7.636363636,1.666666667,2.833333333,14.61538462,0.65625,8.34,3.846153846,0.25,9.490909091,18.75,6.555555556,1.4,8,0.25,13.28717949
1058,"SOUR DRSNG,NON-BUTTERFAT,CULTURED,FILLED CREAM-TYPE",5.803571429,21.24358974,3.6,0,11.3,0.375,2.5,12.42857143,4.764705882,3.2,3.363636364,1.111111111,0.086956522,4.181818182,1,3.166666667,12.53846154,0.4625,7.96,1.307692308,3,2.709090909,13.75,0.333333333,8.933333333,0,3.416666667,68.06153846
1059,"MILK,FILLED,FLUID,W/BLEND OF HYDR VEG OILS",5.946428571,4.435897436,3.646153846,0,12.8,0.625,3.25,13.85714286,4.088235294,3.8,3.272727273,1.111111111,0.086956522,3.636363636,1,2.5,9.461538462,0.54375,6.02,3.076923077,1.25,0,14.16666667,0.222222222,0,0,0,3.938461538
1060,"MILK,FILLED,FLUID,W/LAURIC ACID OIL",5.946428571,4.358974359,3.646153846,0,12.8,0.625,3.25,13.85714286,4.088235294,3.8,3.272727273,1.111111111,0.086956522,3.636363636,1,2.5,9.461538462,0.54375,6.02,3.076923077,1.25,2.727272727,14.16666667,0.222222222,0.866666667,0,0.666666667,15.9025641
1061,"CHEESE,AMERICAN,NONFAT OR FAT FREE",37.58928571,0,8.1,0,78.9,0,28.75,45.14285714,11.55882353,87.73333333,37.36363636,62.11111111,0,26.54545455,0,34.33333333,41.92307692,34.75,0,43.61538462,2.25,6.981818182,77.08333333,6.222222222,1.8,0.666666667,0.166666667,0
1067,"CREAM SUB,LIQ,W/HYDR VEG OIL&SOY PROT",1.785714286,12.78205128,8.753846154,0,0.9,0.375,0,9.142857143,5.617647059,4.466666667,0.181818182,0,0,2,0,0,0,0,0,0,0,0,0,0.111111111,5.4,0,2.083333333,9.933333333
1068,"CREAM SUB,LIQ,W/LAURIC ACID OIL&NA CASEINATE",1.785714286,12.78205128,8.753846154,0,0.9,0.375,0,9.142857143,5.617647059,5.266666667,0.181818182,2.777777778,1.739130435,2,0,0,0,0,0,0,0,0,0,0.444444444,0,0,0,47.71282051
1069,"CREAM SUBSTITUTE,POWDERED",4.428571429,42.20512821,45.60769231,0,0.2,3.25,0.25,41.14285714,19.67647059,8.266666667,0.636363636,2,0.47826087,0,0,0,0,0,2.34,0,0,0.418181818,0,0,8.4,0,1.416666667,98.18461538
1070,"DESSERT TOPPING,POWDERED",8.75,51.17948718,40.41538462,0,1.7,0.375,1.75,10.57142857,4.882352941,8.133333333,0.727272727,13.11111111,9.782608696,1.090909091,0,0,0,0,0,0,0,0.018181818,0,0,10.13333333,0,8.25,188.3230769
1071,"DESSERT TOPPING,PDR,1.5 OZ PREP W/1/2 CUP MILK",6.446428571,16.30769231,13.17692308,0,9,0.5,2.5,12.28571429,4.441176471,4.4,2.454545455,1.333333333,0.217391304,8.727272727,0.777777778,2.25,9,0.375,4.52,2.307692308,1,1.927272727,10.83333333,3.777777778,3,6,2.25,54.78974359
1072,"DESSERT TOPPING,PRESSURIZED",1.75,28.58974359,12.36153846,0,0.5,0.25,0.25,2.571428571,0.558823529,4.133333333,0.090909091,2.666666667,1.956521739,2.727272727,0,0,0,0,0,0,0,0,0,0.444444444,5.666666667,0,4.583333333,96.98461538
1073,"DESSERT TOPPING,SEMI SOLID,FRZ",2.232142857,32.44871795,17.73076923,0,0.6,1.5,0.5,1.142857143,0.529411765,1.666666667,0.272727273,3.333333333,2.52173913,3.818181818,0,0,0,0,0,0,0,0,0,0.777777778,6.4,0,5.25,111.7076923
1074,"SOUR CRM,IMITN,CULTURED",4.285714286,25.02564103,5.1,0,0.3,4.875,1.5,6.428571429,4.735294118,6.8,10.72727273,6.444444444,4.782608696,4.545454545,0,0,0,0,0,0,0,0,0,0,4.933333333,0,4,91.23589744
1076,"MILK SUBSTITUTES,FLUID,W/LAURIC ACID OIL",3.125,4.371794872,4.738461538,0,3.3,4.875,1.5,10.57142857,3.352941176,5.2,10.72727273,5.666666667,4.217391304,3.454545455,0,1,6.769230769,0,0,0,0,0,0,0,0,0,0,15.57435897
1077,"MILK,WHL,3.25% MILKFAT,W/ ADDED VITAMIN D",5.625,4.166666667,3.692307692,0,11.3,0.375,2.5,12,3.882352941,2.866666667,3.363636364,2.777777778,0.173913043,6.727272727,0,3.833333333,13,0.55625,7.46,2.769230769,1.25,2.6,18.75,5.111111111,0.466666667,8.666666667,0.25,9.564102564
1078,"MILK,PRODUCER,FLUID,3.7% MILKFAT",5.857142857,4.692307692,3.576923077,0,11.9,0.625,3.25,13.28571429,4.441176471,3.266666667,3.454545455,1.111111111,0.173913043,3.636363636,1.666666667,3.166666667,12.38461538,0.525,6.26,3.230769231,1.25,0,15,3.666666667,0,0,0,11.68205128
1079,"MILK,RED FAT,FLUID,2% MILKFAT,W/ ADDED VIT A & VITAMIN D",5.892857143,2.538461538,3.692307692,0,12,0.25,2.75,13.14285714,4.117647059,3.133333333,4.363636364,0.666666667,0.608695652,4.545454545,0.222222222,3.25,14.23076923,0.575,7.12,2.923076923,1.25,2.981818182,22.08333333,6.111111111,0.2,8,0.166666667,6.446153846
1080,"MILK,RED FAT,FLUID,2% MILKFAT,W/ ADDED NFMS, VIT A & VIT D",6.214285714,2.461538462,3.823076923,0,12.8,0.625,3.5,14.28571429,4.764705882,3.466666667,3.636363636,0.888888889,0.086956522,4.181818182,1.111111111,3.333333333,13.30769231,0.5625,6.72,3.461538462,1.25,0,15.83333333,6.222222222,0,6.666666667,0,6.128205128
1081,"MILK,RED FAT,FLUID,2% MILKFAT,PROT FORT,W/ ADDED VIT A & D",7.053571429,2.538461538,4.223076923,0,14.3,0.75,4,16,5.352941176,3.933333333,4.090909091,0.888888889,0.086956522,4.727272727,1.222222222,3.75,14.92307692,0.63125,7.52,3.923076923,1.5,0,17.91666667,0,0.266666667,6.666666667,0.083333333,6.317948718
1082,"MILK,LOWFAT,FLUID,1% MILKFAT,W/ ADDED VIT A & VITAMIN D",6.017857143,1.243589744,3.838461538,0,12.5,0.375,2.75,13.57142857,4.411764706,2.933333333,3.818181818,1.111111111,0.130434783,6,0,1.666666667,14.23076923,0.58125,7.22,2.846153846,1.25,3.218181818,19.58333333,6.444444444,0.066666667,8,0.083333333,3.246153846
1083,"MILK,LOWFAT,FLUID,1% MILKFAT,W/ ADD NONFAT MILK SOL,VIT A/ D",6.214285714,1.243589744,3.823076923,0,12.8,0.625,3.5,14.28571429,4.764705882,3.466666667,3.636363636,1.111111111,0.086956522,4.181818182,1.111111111,3.333333333,13.30769231,0.5625,6.72,3.461538462,1.25,0,15.83333333,6.555555556,0,6.666666667,0,3.097435897
1084,"MILK,LOWFAT,FLUID,1% MILKFAT,PROT FORT,W/ ADDED VIT A & D",7.017857143,1.5,4.246153846,0,14.2,0.75,4,15.85714286,5.294117647,3.866666667,4.090909091,1.111111111,0.086956522,4.545454545,1.333333333,3.75,14.76923077,0.625,7.46,3.846153846,1.5,0,17.91666667,6.777777778,0,6.666666667,0,3.733333333
1085,"MILK,NONFAT,FLUID,W/ ADDED VIT A & VIT D (FAT FREE OR SKIM)",6.017857143,0.102564103,3.815384615,0,12.2,0.375,2.75,14.42857143,4.588235294,2.8,3.818181818,1.444444444,0.130434783,5.636363636,0,3.75,14,0.5875,7.14,2.846153846,1.25,2.836363636,20.83333333,6.777777778,0.066666667,8,0,0.287179487
1086,"MILK,NONFAT,FLUID,W/ ADDED NONFAT MILK SOL,VIT A & VIT D",6.375,0.320512821,3.861538462,0,12.9,0.625,3.75,14.85714286,5.029411765,3.533333333,3.727272727,1.222222222,0.086956522,4,1.111111111,3.416666667,13.46153846,0.56875,6.78,3.538461538,1.25,2.909090909,16.25,7.111111111,0.066666667,8,0,0.830769231
1087,"MILK,NONFAT,FLUID,PROT FORT,W/ ADD VIT A & D (FAT FREE/SKIM)",7.071428571,0.320512821,4.276923077,0,14.3,0.75,4,16,5.352941176,3.933333333,4.090909091,1.222222222,0.086956522,4.363636364,1.222222222,3.75,14.92307692,0.63125,7.52,3.846153846,1.5,0,17.91666667,6.777777778,0,6.666666667,0,0.830769231
1088,"MILK,BTTRMLK,FLUID,CULTURED,LOWFAT",5.910714286,1.128205128,3.684615385,0,11.6,0.625,2.75,12.71428571,4.441176471,12.66666667,3.818181818,1.222222222,0.086956522,3.636363636,1.111111111,2.833333333,11.84615385,0.3625,5.5,2.615384615,1.25,3.218181818,9.166666667,1.555555556,0.333333333,0,0.083333333,2.81025641
1089,"MILK,LO NA,FLUID",5.535714286,4.435897436,3.430769231,0,10.1,0.625,1.25,12.28571429,7.441176471,0.2,3.454545455,1.111111111,0.173913043,3.636363636,1,1.666666667,8.076923077,0.26875,6.08,2.615384615,1.25,2.909090909,15,3.222222222,0.533333333,8.666666667,0.25,11.04615385
1090,"MILK,DRY,WHL,W/ ADDED VITAMIN D",47,34.24358974,29.55384615,0,91.2,5.875,21.25,110.8571429,39.11764706,24.73333333,30.36363636,8.888888889,1.739130435,29.63636364,9.555555556,23.58333333,92.69230769,4.0375,45.42,23.23076923,9.25,21.69090909,135.4166667,28.66666667,3.866666667,70,1.833333333,85.85641026
1091,"MILK,DRY,NONFAT,REG,WO/ ADDED VIT A & VITAMIN D",64.57142857,0.987179487,39.98461538,0,125.7,4,27.5,138.2857143,52.76470588,35.66666667,37.09090909,4.555555556,0.869565217,49.63636364,7.555555556,34.58333333,119.2307692,5.94375,71.36,27.76923077,12.5,30.76363636,167.9166667,0.666666667,0,0,0.083333333,2.558974359
1092,"MILK,DRY,NONFAT,INST,W/ ADDED VIT A & VITAMIN D",62.67857143,0.923076923,40.14615385,0,123.1,3.875,29.25,140.7142857,50.14705882,36.6,40.09090909,4.555555556,0.869565217,49.63636364,6.222222222,34.41666667,134.1538462,5.56875,64.7,26.53846154,12.5,30.50909091,166.25,78.77777778,0.066666667,73.33333333,0,2.394871795
